eventid;iyear;imonth;iday;approxdate;extended;resolution;country;country_txt;region;region_txt;provstate;city;latitude;longitude;specificity;vicinity;location;summary;crit1;crit2;crit3;doubtterr;alternative;alternative_txt;multiple;success;suicide;attacktype1;attacktype1_txt;attacktype2;attacktype2_txt;attacktype3;attacktype3_txt;targtype1;targtype1_txt;targsubtype1;targsubtype1_txt;corp1;target1;natlty1;natlty1_txt;targtype2;targtype2_txt;targsubtype2;targsubtype2_txt;corp2;target2;natlty2;natlty2_txt;targtype3;targtype3_txt;targsubtype3;targsubtype3_txt;corp3;target3;natlty3;natlty3_txt;gname;gsubname;gname2;gsubname2;gname3;ingroup;ingroup2;ingroup3;gsubname3;motive;guncertain1;guncertain2;guncertain3;nperps;nperpcap;claimed;claimmode;claimmode_txt;claim2;claimmode2;claimmode2_txt;claim3;claimmode3;claimmode3_txt;compclaim;weaptype1;weaptype1_txt;weapsubtype1;weapsubtype1_txt;weaptype2;weaptype2_txt;weapsubtype2;weapsubtype2_txt;weaptype3;weaptype3_txt;weapsubtype3;weapsubtype3_txt;weaptype4;weaptype4_txt;weapsubtype4;weapsubtype4_txt;weapdetail;nkill;nkillus;nkillter;nwound;nwoundus;nwoundte;property;propextent;propextent_txt;propvalue;propcomment;ishostkid;nhostkid;nhostkidus;nhours;ndays;divert;kidhijcountry;ransom;ransomamt;ransomamtus;ransompaid;ransompaidus;ransomnote;hostkidoutcome;hostkidoutcome_txt;nreleased;addnotes;scite1;scite2;scite3;dbsource;INT_LOG;INT_IDEO;INT_MISC;INT_ANY;related
1,99601E+11;1996;1;23;;0;;217;United States;1;North America;Florida;Miami;25.764367;-80.201529;1;0;;;1;1;1;1;2;Other Crime Type;0;1;0;3;Bombing/Explosion;;.;;.;10;Journalists & Media;54;Radio Journalist/Staff/Facility;TV Station: USVN/Radio WTOD;Radio/TV Stations;217;United States;;.;;.;;;;.;;.;;.;;;;.;Unknown;;;;;-9;;;;;0;;;;;;;.;;;.;;;.;;6;Explosives/Bombs/Dynamite;16;Unknown Explosive Type;;.;;.;;.;;.;;.;;.;Explosive;1;1;;0;;;1;;.;;;0;;;;;;;0;;;;;;;.;;;;;;PGIS;-9;-9;0;-9;
1,99604E+11;1996;4;1;;0;;217;United States;1;North America;Washington;Spokane;47.65713;-117.247864;1;0;East Sprague Avenue;"04/01/1996: Two masked men detonated a pipe bomb at a suburban office of The Spokesman-Review newspaper in Spokane Valley, Washington state, United States. In a related attack approximately 15-20 minutes later, two assailants robbed a nearby bank, making political statements during the attack. The attackers left notes at both scenes containing Christian Identity rhetoric and signed ""Phineas Priests."" Authorities report that the first attack was intended to divert attention from the second. The attack at the newspaper office caused no casualties, but shattered windows and doors. In October 1996, authorities arrested three members of the Phineas Priesthood group, Robert Sherman Berry, Charles Harrison Barbee, and Verne Jay Merrell, in connection with the attack.";1;1;1;0;;.;1;1;0;3;Bombing/Explosion;;.;;.;10;Journalists & Media;53;Newspaper Journalist/Staff/Facility;The Spokesman-Review;Office;217;United States;;.;;.;;;;.;;.;;.;;;;.;Phineas Priesthood;;;;;100043;;;;During the bank robbery, the perpetrators shouted that the attack was in retaliation for poor treatment of members of the Freemen Organization.;0;;;3;3;1;5;Note left at scene;;;.;;;.;0;6;Explosives/Bombs/Dynamite;17;Other Explosive Type;;.;;.;;.;;.;;.;;.;;0;0;0;0;0;0;1;3;Minor (likely < $1 million);;The explosion damaged doors and windows.;0;;;;;;;;;;;;;;.;;;"""Extremist Group Suspected in Spokane Bombings,"" The New York Times, April 3, 1996.";Federal Bureau of Investigation, Terrorism in the United States: 1996;"Smith, Brent. ""Pre-incident Indicators of Terrorism Incidents: The Identification of Behavioral, Geographic, and Temporal Patterns of Preparatory Conduct,"" NIJ Report, May 2006.";UMD Miscellaneous;0;0;0;0;1,99604E+11
1,99604E+11;1996;4;1;;0;;217;United States;1;North America;Washington;Spokane Valley;47.65713;-117.247864;1;0;East Sprague Avenue;"04/01/1996: Two masked men armed with a shotgun, a revolver, and a pipe bomb committed armed robbery at a U.S. Bank in Spokane Valley, Washington state, United States. In a related attack approximately 15-20 minutes earlier two assailants detonated a pipe bomb at a nearby newspaper office. The attackers left notes at both scenes containing Christian Identity rhetoric and signed ""Phineas Priests."" Authorities report that the first attack was intended to divert attention from the second. The attack at the bank caused major damage but no casualties";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1,99604E+11;1996;4;12;;0;;217;United States;1;North America;California;Vacaville;38.351355;-121.993429;1;1;Interstate 80;"4/12/1996: Unknown perpetrators placed a pipe bomb in the 1955 Chevrolet truck of Gene Ainslee, a federal mine inspector.  The bomb detonated in the truck while Gene and his wife Rita were driving eastbound on Interstate 80 near Vacaville, California, United States.  Both Ainslees were injured but managed to escape the vehicle before it was engulfed with flames.  Before the incident, the United States Department of Labor office in Vacaville, where Gene Ainslee was employed, received an anonymous phone call stating ""you guys are all (expletive) dead. Timothy McVeigh lives on.""";1;1;1;0;;.;0;1;0;3;Bombing/Explosion;;.;;.;2;Government (General);18;Government Personnel (excluding police, military);Federal employee;Truck of a mine inspector working for the United States department of Labor;217;United States;;.;;.;;;;.;;.;;.;;;;.;Anti-Government Group;;;;;1772;;;;To protest the government and support the beliefs of Timothy McVeigh;0;;;-99;-99;0;;.;;;.;;;.;;6;Explosives/Bombs/Dynamite;16;Unknown Explosive Type;;.;;.;;.;;.;;.;;.;Pipe bomb;0;0;0;2;2;0;1;3;Minor (likely < $1 million);;Vehicle engulfed with flames;0;;;;;;;0;;;;;;;.;;The bomb exploded at 4:30 PM.;"""Solano County: Pipe Bomb Was Cause Of Explosion on I-80,"" San Francisco Chronicle, April 20, 1996.";"Lori Olszewski, ""Blast in Federal Worker's Truck Probed, Phone Threat to His Office Mentioned Oklahoma City Suspect,"" San Francisco Chronicle, April 15, 1996.";"Lori Olszewski, ""Vacaville Bomb Case 'Wide Open,' Federal Worker, Wife Still in Serious Condition,"" San Francisco Chronicle, April 16, 1996.";Hewitt Project;-9;-9;0;-9;
1,99604E+11;1996;4;29;;0;;217;United States;1;North America;Washington;Spokane;47.65878;-117.426047;1;0;;;1;1;1;0;;.;0;1;0;3;Bombing/Explosion;;.;;.;2;Government (General);21;Government Building/Facility/Office;;City Hall;217;United States;;.;;.;;;;.;;.;;.;;;;.;White Extremists;;;;;638;;;;;0;;;;;;;.;;;.;;;.;;6;Explosives/Bombs/Dynamite;16;Unknown Explosive Type;;.;;.;;.;;.;;.;;.;Explosive;0;;;0;;;1;;.;;;0;;;;;;;0;;;;;;;.;;;;;;PGIS;-9;-9;0;-9;
1,99605E+11;1996;5;20;;0;;217;United States;1;North America;Texas;Laredo;27.53052;-99.48005;1;0;;;1;1;1;0;;.;0;1;0;3;Bombing/Explosion;;.;;.;3;Police;22;Police Building (headquarters, station, school);;FBI Offices;217;United States;;.;;.;;;;.;;.;;.;;;;.;Organization 544;;;;;905;;;;;0;;;;;;;.;;;.;;;.;;6;Explosives/Bombs/Dynamite;16;Unknown Explosive Type;;.;;.;;.;;.;;.;;.;Explosive;0;;;0;;;1;;.;;;0;;;;;;;0;;;;;;;.;;;;;;PGIS;0;0;0;0;
1,99605E+11;1996;5;23;;0;;217;United States;1;North America;Idaho;Boise;43.618518;-116.214619;1;0;;;1;1;1;-9;;.;0;1;0;7;Facility/Infrastructure Attack;;.;;.;1;Business;6;Medical/Pharmaceutical;Women's Health Care Clinic;Clinic;217;United States;;.;;.;;;;.;;.;;.;;;;.;Unknown;;;;;-9;;;;;0;;;;;;;.;;;.;;;.;;8;Incendiary;;.;;.;;.;;.;;.;;.;;.;;0;;;0;;;1;3;Minor (likely < $1 million);2000;;0;;;;;;;0;;;;;;;.;;;;;;PGIS;-9;-9;0;-9;
1,99607E+11;1996;7;7;;0;;217;United States;1;North America;Idaho;Boise;43.618518;-116.214619;1;0;;;1;1;1;-9;;.;0;1;0;7;Facility/Infrastructure Attack;;.;;.;5;Abortion Related;40;Clinics;Women's Health Care Clinic;Clinic;217;United States;;.;;.;;;;.;;.;;.;;;;.;Unknown;;;;;-9;;;;;0;;;;;;;.;;;.;;;.;;8;Incendiary;;.;;.;;.;;.;;.;;.;;.;;0;;;0;;;1;3;Minor (likely < $1 million);30000;;0;;;;;;;0;;;;;;;.;;;;;;PGIS;-9;-9;0;-9;
1,99607E+11;1996;7;11;;0;;217;United States;1;North America;Florida;Miami;25.777588;-80.237752;1;0;Little Havana;7/11/1996: Unknown perpetrators threw a firebomb through the window of Centro Vasco, a Cuban restaurant in Miami, Florida, United States.  There were no casualties but the incendiary device ignited a small fire in the restaurant.  Cuban singer Rosita Fornes  was scheduled to perform five shows at Centro Vasco, however, they were subsequently canceled as a result of this incident.;1;1;1;0;;.;0;1;0;7;Facility/Infrastructure Attack;;.;;.;1;Business;;.;Cuban American business hosting a Cuban performer;Centro Vasco, Miami Florida;217;United States;;.;;.;;;;.;;.;;.;;;;.;Cuban Exiles;;;;;10015;;;;To protest Rosita Fornes' planned performance at the Centro Vasco.  Fornes had not disassociated herself from the Castro regime;0;;;-99;-99;0;;.;;;.;;;.;;8;Incendiary;19;Molotov Cocktail/Petrol Bomb;;.;;.;;.;;.;;.;;.;Firebomb consisting of a bottle filled with gasoline thrown through window;0;0;0;0;0;0;1;3;Minor (likely < $1 million);;Small fire;0;;;;;;;0;;;;;;;.;;This incident took place when the Centro Vasco was closed.  The fire was extinguished by the sprinkler system of the restaurant.;"Mireya Navarro, ""Cuban Star Rebuffed In Miami,"" New York Times, September 14, 1996.";"""Firebombing Jeopardizes Show By Cuban Entertainer,"" Miami Herald, July 12, 1996.";"Cynthia Corzo, ""Cuban Entertainer's Appearances at Miami Restaurant Stir Furor,"" Miami Herald, July 10, 1996.";Hewitt Project;1;1;0;1;
1,99607E+11;1996;7;12;;0;;217;United States;1;North America;Washington;Spokane Valley;47.65878;-117.426047;1;0;20 South Pines;"07/12/1996: Two masked men detonated a pipe bomb at a Planned Parenthood office in Spokane Valley, Washington state, United States. In a related attack approximately five minutes later, two assailants robbed a nearby bank. The attackers left a notecontaining Christian Identity rhetoric and signed ""Phineas Priests"" at the Planned Parenthood location. Authorities report that the first attack was intended to divert attention from the second. The attack at the Planned Parenthood caused no casualties, but caused extensive damage to the lobby. In October 1996, authorities arrested three members of the Phineas Priesthood group, Robert Sherman Berry, Charles Harrison Barbee, and Verne Jay Merrell, in connection with the attack.";1;1;1;0;;.;1;1;0;3;Bombing/Explosion;;.;;.;5;Abortion Related;40;Clinics;Planned Parenthood;Office;217;United States;;.;;.;;;;.;;.;;.;;;;.;Phineas Priesthood;;;;;100043;;;;;0;;;4;4;1;5;Note left at scene;;;.;;;.;0;6;Explosives/Bombs/Dynamite;17;Other Explosive Type;;.;;.;;.;;.;;.;;.;Pipe bomb wrapped in #4 shot;0;0;0;0;0;0;1;3;Minor (likely < $1 million);;The explosion caused extensive destruction to the lobby.;0;;;;;;;;;;;;;;.;;;"""Bank Robbery Follows Bombing";;;;;;;;
1,99607E+11;1996;7;12;;0;;217;United States;1;North America;Washington;Spokane Valley;47.65878;-117.426047;1;0;East Sprague Avenue;"07/12/1996: Two masked men armed with firearms and a propane tank rigged to a timer committed armed robbery at a U.S. Bank in Spokane Valley, Washington state, United States. In a related attack approximately five minutes earlier two assailants detonated a pipe bomb at a nearby Planned Parenthood office. The attackers left a note containing Christian Identity rhetoric and signed ""Phineas Priests"" at the Planned Parenthood location. Authorities report that the first attack was intended to divert attention from the second. The attack at the bank caused no damage or casualties, but the perpetrators escaped with $32,666. In October 1996, authorities arrested three members of the Phineas Priesthood group, Robert Sherman Berry, Charles Harrison Barbee, and Verne Jay Merrell, in connection with these attacks. In March 1997, a fourth group member, Brian Ratigan, was arrested in connection with these attacks.";1;1;1;0;;.;1;1;0;2;Armed Assault;;.;;.;1;Business;3;Bank/Commerce;U.S. Bank;Branch;217;United States;;.;;.;;;;.;;.;;.;;;;.;Phineas Priesthood;;;;;100043;;;;;0;;;4;4;0;;.;;;.;;;.;;5;Firearms;2;Automatic Weapon;5;Firearms;4;Rifle/Shotgun (non-automatic);6;Explosives/Bombs/Dynamite;17;Other Explosive Type;;.;;.;AK-47;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1,99607E+11;1996;7;17;;0;;217;United States;1;North America;New York;New York City;40.712784;-74.005941;1;0;;;1;1;1;0;;.;0;1;0;3;Bombing/Explosion;;.;;.;15;Religious Figures/Institutions;86;Place of Worship;;Synagogue;217;United States;;.;;.;;;;.;;.;;.;;;;.;Unknown;;;;;-9;;;;;0;;;;;;;.;;;.;;;.;;6;Explosives/Bombs/Dynamite;16;Unknown Explosive Type;;.;;.;;.;;.;;.;;.;Explosive;0;;;0;;;1;;.;;;0;;;;;;;0;;;;;;;.;;;;;;PGIS;-9;-9;0;-9;
1,99607E+11;1996;7;22;;0;;217;United States;1;North America;Florida;Miami;25.764367;-80.201529;1;0;;;1;1;1;0;;.;0;1;0;7;Facility/Infrastructure Attack;;.;;.;22;Violent Political Party;110;Party Office/Facility;Sandinista National Liberation Front (FSLN);Office;145;Nicaragua;;.;;.;;;;.;;.;;.;;;;.;Unknown;;;;;-9;;;;;0;;;;;;;.;;;.;;;.;;8;Incendiary;;.;;.;;.;;.;;.;;.;;.;;0;;;0;;;1;;.;;;0;;;;;;;0;;;;;;;.;;;;;;PGIS;-9;-9;1;1;
1,99607E+11;1996;7;27;;0;;217;United States;1;North America;Georgia;Atlanta;33.748315;-84.391109;1;0;;;1;1;1;0;;.;0;1;0;3;Bombing/Explosion;;.;;.;14;Private Citizens & Property;78;Procession/Gathering (funeral, wedding, birthday, religious);;Olympic Games;217;United States;;.;;.;;;;.;;.;;.;;;;.;Army of God;;;;;10054;;;;;0;;;;;;;.;;;.;;;.;;6;Explosives/Bombs/Dynamite;16;Unknown Explosive Type;;.;;.;;.;;.;;.;;.;Explosive;1;1;;110;75;;1;;.;;;0;;;;;;;0;;;;;;;.;;;;;;PGIS;0;0;0;0;
1,99608E+11;1996;8;16;;0;;217;United States;1;North America;Utah;West Jordan;40.60675;-111.938754;1;0;The incident occurred at a McDonald's nearing completion of construction at 1250 W and 9000 S.;8/16/1996: Four animal-rights activists used a molotov cocktail and gasoline to set fire to a McDonald's fast food restaurant in West Jordan, Utah in the United States.  There were no injuries in the incident, which destroyed about 80% of the building under construction, which was nearing completion, causing at least $240,000 in damage.  In 2007, Mark Klein, Ryan Durfee, and Jason Troff were each sentenced to a year in prison after admitting their responsibility in the incident.  A fourth perpetrator was a 17-year old juvenile whose record was not released, was also charged in the incident after confessing, and then sentenced to probation.;1;1;1;0;;.;0;1;0;7;Facility/Infrastructure Attack;;.;;.;1;Business;2;Restaurant/Bar/Café;McDonald's fast food restaurants;McDonald's fast food restaurant in West Jordan, UT;217;United States;;.;;.;;;;.;;.;;.;;;;.;Unaffiliated Individual(s);;;;;20202;;;;"Allegedly, in protest of animal cruelty and ""the slaughter of cattle, chickens and fish.""";0;;;4;4;0;;.;;;.;;;.;;8;Incendiary;19;Molotov Cocktail/Petrol Bomb;;.;;.;;.;;.;;.;;.;molotov cocktail and gasoline poured on the building;0;0;0;0;0;0;1;3;Minor (likely < $1 million);240000;building burned down and completely destroyed;0;;;;;;;0;;;;;;;.;;The incident occurred just before 2:00am. Some sources indicate damage may have been as high as $400,000.  The perpetrators denied any involvement in underground animal rights organizations such as ALF.;"Mark L. Reece, ""2-Alarm Fire Burns 80% of a McDonald's,"" Deseret News, August 17, 1996.";"Don Rosebrock, ""Animal-rights Activist is Jailed,"" Deseret News, October 20, 1997.";"Tom Zoellner, ""Eatery Fire Traced To Animal Activists";;;;;;
1,99608E+11;1996;8;24;;0;;217;United States;1;North America;Ohio;Akron;41.084195;-81.514059;1;0;;;1;1;1;1;2;Other Crime Type;0;1;0;3;Bombing/Explosion;;.;;.;14;Private Citizens & Property;78;Procession/Gathering (funeral, wedding, birthday, religious);;NEC World Series Golf Tournament;217;United States;;.;;.;;;;.;;.;;.;;;;.;Unknown;;;;;-9;;;;;0;;;;;;;.;;;.;;;.;;6;Explosives/Bombs/Dynamite;16;Unknown Explosive Type;;.;;.;;.;;.;;.;;.;Explosive;0;;;3;3;;1;;.;;;0;;;;;;;0;;;;;;;.;;;;;;PGIS;-9;-9;0;-9;
1,99608E+11;1996;8;31;;0;;217;United States;1;North America;Tennessee;Piperton;35.04819;-89.620111;1;0;at RusDun Farms Inc. in Piperton, Tennessee;8/31/1996: The Animal Liberation Front (ALF) claimed responsibility for planting four incendiary devices in trucks and the loading dock area of the RusDun Farms Inc. in Piperton, Tennessee in the United States. Only one of the firebombs ignited, causing damage to one of the trucks.  The group also said that they sabotaged warehouse air conditioner units.  The extent of monetary property damage is unknown.  There were no casualties in the incident.  ALF sent out a communiqué by fax to various news organizations, stating the group committed the attack on ''behalf of more than a half-million chickens imprisoned and in forced labor at the factory farm.'';1;1;1;0;;.;0;1;0;7;Facility/Infrastructure Attack;;.;;.;1;Business;9;Farm/Ranch;RusDun Farms Inc.;egg farm in Piperton, TN;217;United States;;.;;.;;;;.;;.;;.;;;;.;Animal Liberation Front (ALF);;;;;291;;;;"The perpetrators committed the incident on ""behalf of more than a half-million chickens imprisoned and in forced labor at the factory farm.''";0;;;-99;-99;1;1;Letter;;;.;;;.;;8;Incendiary;20;Gasoline or Alcohol;;.;;.;;.;;.;;.;;.;;0;0;0;0;0;0;1;4;Unknown;;one truck damaged;0;;;;;;;0;;;;;;;.;;;"Tom Charlier, ""Fayette Egg Farm Firebombed";;;;;;;;
1,99609E+11;1996;9;1;;0;;217;United States;1;North America;Oklahoma;Broken Arrow;36.050845;-95.789504;1;0;;;1;1;1;0;;.;0;1;0;3;Bombing/Explosion;;.;;.;5;Abortion Related;40;Clinics;Planned Parenthood of E. Oklahoma + W. Arkansas;Clinic;217;United States;;.;;.;;;;.;;.;;.;;;;.;Unaffiliated Individual(s);;;;;20202;;;;;0;;;;;;;.;;;.;;;.;;6;Explosives/Bombs/Dynamite;16;Unknown Explosive Type;;.;;.;;.;;.;;.;;.;Explosive;0;;;0;;;1;3;Minor (likely < $1 million);1000;;0;;;;;;;0;;;;;;;.;;;;;;PGIS;-9;-9;0;-9;
1,99609E+11;1996;9;10;;0;;217;United States;1;North America;Arizona;Tempe;33.42551;-111.937419;1;0;;;1;1;1;-9;;.;0;1;0;8;Unarmed Assault;;.;;.;5;Abortion Related;40;Clinics;Planned Parenthood;Clinic;217;United States;;.;;.;;;;.;;.;;.;;;;.;Unaffiliated Individual(s);;;;;20202;;;;;0;;;1;;;;.;;;.;;;.;;9;Melee;21;Blunt Object;;.;;.;;.;;.;;.;;.;Club;0;;;0;;;1;;.;;;0;;;;;;;0;;;;;;;.;;;;;;PGIS;-9;-9;0;-9;
1,99609E+11;1996;9;18;;0;;217;United States;1;North America;Oklahoma;Broken Arrow;36.050845;-95.789504;1;0;Device ignited at rear of building;9/18/1996: A juvenile (whose name was not released by authorities) threw a Molotov cocktail at the Planned Parenthood of Eastern Oklahoma and Western Arkansas Broken Arrow Family Planning clinic in Oklahoma, United States.  There were no casualties but the abortion clinic was damaged.;1;1;1;0;;.;0;1;0;7;Facility/Infrastructure Attack;;.;;.;5;Abortion Related;40;Clinics;;Planned Parenthood of Eastern Oklahoma and Western Arkansas Broken Arrow Family Planning clinic;217;United States;;.;;.;;;;.;;.;;.;;;;.;Anti-Abortion Activists;;;;;1470;;;;To protest the practice of abortion and to sabotage abortion facilities operating in Oklahoma.;0;;;1;1;0;;.;;;.;;;.;;8;Incendiary;19;Molotov Cocktail/Petrol Bomb;;.;;.;;.;;.;;.;;.;Molotov cocktail;0;0;0;0;0;0;1;3;Minor (likely < $1 million);;Rear of facility damaged;0;;;;;;;0;;;;;;;.;;Three days, the same perpetrator threw a Molotov cocktail into the same abortion clinic (199609010001).  The perpetrator claimed these two incidents as well as two other attacks against abortion clinics in the Tulsa area in a tape released to authorities (199701010006 and 199701190010).;"""F.B.I. Joins Bombing Inquiry At Abortion Clinic in Tulsa,"" New York Times, January 21, 1997.";"""Oklahoma Abortion Clinic Reopens After Bomb Attack,"" Lawrence Journal-World, January 22, 1997.";;Anti-Abortion Project 2010;-9;-9;0;-9;
1,9961E+11;1996;10;3;;0;;217;United States;1;North America;California;Lancaster;34.698905;-118.144779;1;0;1255 W. Avenue I;10/3/1996: Geoffrey Barr bombed the Back Door Bar, a gay establishment, in Lancaster, California, United States.  One person was injured and the bar sustained minor damage.;1;1;1;1;2;Other Crime Type;0;1;0;3;Bombing/Explosion;;.;;.;1;Business;2;Restaurant/Bar/Café;Gay establishment;Back Door Bar, Lancaster California;217;United States;;.;;.;;;;.;;.;;.;;;;.;White Extremists;;;;;638;;;;Hatred of homosexuals.;0;;;1;1;0;;.;;;.;;;.;;6;Explosives/Bombs/Dynamite;16;Unknown Explosive Type;;.;;.;;.;;.;;.;;.;Explosive device;0;0;0;1;1;0;1;3;Minor (likely < $1 million);;Ceiling damaged and displays knocked off cases;0;;;;;;;0;;;;;;;.;;The incident took place at 9:00 PM.  Geoffrey Barr was also convicted of stealing tools and smoke grenades from Edwards Air Force Base in California.;"""Lancaster Man Sentenced to Prison for Bombing Gay Bar,"" City News Service, June 13, 1997.";"Jose Cardenas, ""Son Charged With Bombing, Gay Bar";;;;;;;
1,9961E+11;1996;10;28;;0;;217;United States;1;North America;Oregon;Detroit;44.73573;-122.150849;1;0;at the Detroit Ranger Station in Williamette National Forest in Detroit, OR;"10/28/1996: Two members of the Animal Liberation Front (ALF) and Earth Liberation Front (ELF), Jacob Ferguson and Josephine Overaker, were responsible for placing two incendiary devices at the Detroit Ranger Station in the Williamette National Forest in Detroit, Oregon in the United States.  One device was lit and placed on the roof of the station, and the second ignited in the back of one of the United States Forest Service (USFS) pickup trucks.  The one on the roof failed to detonate, but the arson from the second incendiary caused about $21,500 worth of damage to the ranger station facilities.  There were no casualties in the incident.  Ferguson and Overtaker also spray-painted graffiti on the trucks and walls of the building with slogans such as “Earth Liberation Front,"" the anarchist “A,” and “STOP RAPING OUR FORESTS U.S.F.S.” Ferguson and Overtaker were part of a group calling themselves ""The Family,"" which proceeded to commit nearly 20 arson and ecotage attacks over a 6 year period.  Upon fear of a life behind bars, Ferguson became a government informant and witness in the case, landing him a sentence of 2 years probation, and as of 2008, Overtaker remained a fugitive being sought by the government after being indicted for her involvement in the crimes.";1;1;1;0;;.;0;1;0;7;Facility/Infrastructure Attack;;.;;.;2;Government (General);21;Government Building/Facility/Office;United States Forest Service, Detroit Ranger Station;building and trucks of the US Forest Service Detroit Ranger Station in Oregon;217;United States;;.;;.;;;;.;;.;;.;;;;.;Earth Liberation Front (ELF);The Family;Animal Liberation Front (ALF);The Family;;20147;291;;;To protest the logging of forests.;0;0;;2;1;1;5;Note left at scene;0;;.;;;.;;8;Incendiary;20;Gasoline or Alcohol;;.;;.;;.;;.;;.;;.;two incendiary devices lit with incense sticks;0;0;0;0;0;0;1;3;Minor (likely < $1 million);21500;damage to office building and trucks;0;;;;;;;0;;;;;;;.;;"Ferguson and Overtaker also spray-painted graffiti on the trucks and walls of the building with slogans such as “Earth Liberation Front,"" the anarchist “A,” and “STOP RAPING OUR FORESTS U.S.F.S.”  Additionally, Elisha Dimatteo gave Ferguson and Overtaker a ride to Detroit and waited in the car while they placed the incendiaries at the station";;;;;;;;;
1,9961E+11;1996;10;30;;0;;217;United States;1;North America;Oregon;Oakridge;43.747695;-122.456799;1;0;at the US Forest Service Oakridge Ranger Station in Williamette National Forest in Oakridge, Oregon;"10/30/1996: Three members of the Animal and Earth Liberation Fronts (ALF and ELF), Jacob Ferguson, Kevin Tubbs and Josephine Overaker, set a gasoline fire at the Oakridge Ranger Station in the Williamette National Forest in Oakridge, Oregon in the United States.  One incendiary device was placed in a recycling dumpster at the southwest corner of the ranger station, and the second was planted on the outside of one of the walls of the station, causing an estimated $3,316,150 in damages to replace the building, and $1,758,039 for the contents, for a total loss of $5,074,189, in addition to a vast amount of lost research material.  There were no casualties in the incident.  The three selected the Oakridge Ranger Station for the target of this arson due to their familiarity with it during their opposition to the Warner Creek timber sale sometime earlier.  The perpetrators were part of a group calling themselves ""The Family,"" which proceeded to commit nearly 20 arson and ecotage attacks over a 6 year period.  Upon fear of a life behind bars, Ferguson became a government informant and witness in the case, landing him a sentence of 2 years probation, and as of 2008, Overtaker remained a fugitive being sought by the government after being indicted for her involvement in the crimes. Tubbs was sentenced to 12 years and 7 months in prison for his involvement.";1;1;1;0;;.;0;1;0;7;Facility/Infrastructure Attack;;.;;.;2;Government (General);18;Government Personnel (excluding police, military);United States Forest Service, Oakridge Ranger Station;US Forest Service Oakridge Ranger Station in Oakridge, Oregon;217;United States;;.;;.;;;;.;;.;;.;;;;.;Earth Liberation Front (ELF);The Family;Animal Liberation Front (ALF);The Family;;20147;291;;;To protest the logging of forests.;0;0;;3;2;0;;.;0;;.;;;.;;8;Incendiary;20;Gasoline or Alcohol;;.;;.;;.;;.;;.;;.;incendiaries consisting of fuel in jugs and ignited;0;0;0;0;0;0;1;2;Major (likely > $1 million but < $1 billion);5000000;over $5,000,000 in damages to the building, its contents and lost research material;0;;;;;;;0;;;;;;;.;;"Once again, Elisha Dimatteo's car was borrowed to use in this incident, but she was not present at the attack, and she was never told that her car was used to transport and plant incendiaries.  It is unclear if she was part of ELF or ALF at all. Ferguson, Overtaker, and Tubbs were part of a group of about 20 members from ELF and ALF, who called themselves ""The Family"" and committed nearly 20 acts of arson and ecotage over a 6 year period from 1995 through 2001.   By 2006, all but four of the perpetrators had been captured for their roles in various incidents, and by 2008, the 16 indicted members had been convicted and sentenced for their crimes. Four remained fugitives, including Overtaker.  Ferguson received 2 years probation in exchange for his role as a government informant and key witness, and Tubbs received 12 years and 7 months in prison.";"Brent L. Smith and Kelly R. Damphousse, "" Patterns of precursor behaviors in the life span of a U.S. environmental terrorist group,"" Criminology & Public Policy, Volume 8, Issue 3, 2009.";U.S. Government’s Sentencing Memorandum for CR 06-60069, CR 06-60070, CR 06-60071, CR 06-60078, CR 06-60079, CR 06-60080, CR 06-60120, CR 06-60122, CR 06-60123, CR 06-60124, CR06-60125, and CR 06-60126. U.S. District Court: District of Oregon, Eugene, 2007.;"Legal Affairs Editors, ""Animal Liberation Front and Earth Liberation Front Members Sentenced in Oregon for Acts of Eco-Terrorism in Five Western States,"" PR Newswire Association LLC,  Public Interest Services, June 5, 2007.";Eco Project 2010;0;1;0;1;
1,99611E+11;1996;11;1;;0;;217;United States;1;North America;Missouri;Hannibal;39.70355;-91.376109;1;0;;;1;1;1;-9;;.;0;1;0;7;Facility/Infrastructure Attack;;.;;.;5;Abortion Related;40;Clinics;Family Planning Clinic;Clinic;217;United States;;.;;.;;;;.;;.;;.;;;;.;Unknown;;;;;-9;;;;;0;;;;;;;.;;;.;;;.;;8;Incendiary;;.;;.;;.;;.;;.;;.;;.;;0;;;0;;;1;3;Minor (likely < $1 million);75000;;0;;;;;;;0;;;;;;;.;;;;;;PGIS;-9;-9;0;-9;
